date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:12	133097/133097	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/slider2.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/slider2.png	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:13	35230/35230	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/slider3.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/slider3.png	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:13	4687/4687	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/pic1.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/pic1.jpg	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:13	2429/2429	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/pic2.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/pic2.jpg	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:13	123083/123083	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/slider4.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/slider4.png	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:14	4584/4584	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/pic3.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/pic3.jpg	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:14	2598/2598	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/pic4.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/pic4.jpg	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:14	3951/3951	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/pic5.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/pic5.jpg	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:14	3612/3612	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/pic6.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/pic6.jpg	(from https://p.w3layouts.com/demos/aditii/web/)
22:29:15	48968/48968	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/fonts/BebasNeue-webfont.ttf	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/fonts/BebasNeue-webfont.ttf	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:15	656/656	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/search.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/search.png	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:15	691/691	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/search_h.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/search_h.png	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:15	170/170	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/nav_icon.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/nav_icon.png	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:16	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Mar%202019%2015:29:14%20GMT	https://p.w3layouts.com/demos/aditii/web/images/search-icon.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/search-icon.png	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:16	1020/1020	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/cart.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/cart.png	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:16	954/954	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/top_move.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/top_move.png	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:17	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Mar%202019%2015:29:15%20GMT	https://p.w3layouts.com/demos/aditii/web/images/marker1.gif	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/marker1.gif	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:17	345/345	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/arrow.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/arrow.png	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:17	751/751	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/slider_bg.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/slider_bg.jpg	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:18	1176/1176	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/arrows.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/arrows.png	(from https://p.w3layouts.com/demos/aditii/web/css/style.css)
22:29:18	1963/1963	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/c-arrows.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/c-arrows.png	(from https://p.w3layouts.com/demos/aditii/web/css/owl.carousel.css)
22:29:18	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Mar%202019%2015:29:17%20GMT	https://p.w3layouts.com/demos/aditii/web/css/AjaxLoader.gif	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/css/AjaxLoader.gif	(from https://p.w3layouts.com/demos/aditii/web/css/owl.carousel.css)
22:29:19	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Mar%202019%2015:29:17%20GMT	https://p.w3layouts.com/demos/aditii/web/css/grabbing.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/css/grabbing.png	(from https://p.w3layouts.com/demos/aditii/web/css/owl.carousel.css)
22:29:19	9212/9212	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic1.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic1.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:20	24892/24892	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic2.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic2.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:20	15382/15382	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic3.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic3.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:21	21479/21479	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic4.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic4.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:21	14005/14005	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic5.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic5.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:21	22862/22862	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic6.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic6.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:22	21520/21520	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic7.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic7.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:22	29045/29045	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic8.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic8.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:23	12205/12205	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic9.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic9.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:23	23131/23131	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic10.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic10.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:23	12239/12239	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic11.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic11.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:24	24977/24977	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/sale_pic12.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/sale_pic12.jpg	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:24	5697/5697	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/js/easyResponsiveTabs.js	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/js/easyResponsiveTabs.js	(from https://p.w3layouts.com/demos/aditii/web/sale.html)
22:29:24	6775/6775	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/w_pic1.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/w_pic1.jpg	(from https://p.w3layouts.com/demos/aditii/web/handbags.html)
22:29:25	5495/5495	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/w_pic2.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/w_pic2.jpg	(from https://p.w3layouts.com/demos/aditii/web/handbags.html)
22:29:25	4403/4403	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/w_pic3.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/w_pic3.jpg	(from https://p.w3layouts.com/demos/aditii/web/handbags.html)
22:29:25	12557/12557	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/w_pic4.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/w_pic4.jpg	(from https://p.w3layouts.com/demos/aditii/web/handbags.html)
22:29:25	6429/6429	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/w_pic5.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/w_pic5.jpg	(from https://p.w3layouts.com/demos/aditii/web/handbags.html)
22:29:26	8665/8665	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/w_pic6.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/w_pic6.jpg	(from https://p.w3layouts.com/demos/aditii/web/handbags.html)
22:29:26	4393/4393	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/shoe_pic1.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/shoe_pic1.jpg	(from https://p.w3layouts.com/demos/aditii/web/shoes.html)
22:29:26	5170/5170	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/shoe_pic2.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/shoe_pic2.jpg	(from https://p.w3layouts.com/demos/aditii/web/shoes.html)
22:29:27	5017/5017	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/shoe_pic3.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/shoe_pic3.jpg	(from https://p.w3layouts.com/demos/aditii/web/shoes.html)
22:29:27	3847/3847	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/shoe_pic4.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/shoe_pic4.jpg	(from https://p.w3layouts.com/demos/aditii/web/shoes.html)
22:29:27	4994/4994	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/shoe_pic5.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/shoe_pic5.jpg	(from https://p.w3layouts.com/demos/aditii/web/shoes.html)
22:29:27	4939/4939	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/shoe_pic6.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/shoe_pic6.jpg	(from https://p.w3layouts.com/demos/aditii/web/shoes.html)
22:29:28	5415/5415	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/icon1.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/icon1.png	(from https://p.w3layouts.com/demos/aditii/web/service.html)
22:29:28	7439/7439	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/icon2.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/icon2.png	(from https://p.w3layouts.com/demos/aditii/web/service.html)
22:29:28	2752/2752	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/icon3.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/icon3.png	(from https://p.w3layouts.com/demos/aditii/web/service.html)
22:29:28	3416/3416	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/icon4.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/icon4.png	(from https://p.w3layouts.com/demos/aditii/web/service.html)
22:29:29	2363/2363	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/icon5.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/icon5.png	(from https://p.w3layouts.com/demos/aditii/web/service.html)
22:29:29	5362/5362	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/icon6.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/icon6.png	(from https://p.w3layouts.com/demos/aditii/web/service.html)
22:29:29	4339/4339	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/js/imagezoom.js	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/js/imagezoom.js	(from https://p.w3layouts.com/demos/aditii/web/details.html)
22:29:30	54915/54915	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/js/jquery.flexslider.js	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/js/jquery.flexslider.js	(from https://p.w3layouts.com/demos/aditii/web/details.html)
22:29:30	6775/6775	---MCZ	200	added ('OK')	text/css	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/css/flexslider.css	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/css/flexslider.css	(from https://p.w3layouts.com/demos/aditii/web/details.html)
22:29:31	44143/44143	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/0001-1.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/0001-1.jpg	(from https://p.w3layouts.com/demos/aditii/web/details.html)
22:29:31	41249/41249	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/0001-2.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/0001-2.jpg	(from https://p.w3layouts.com/demos/aditii/web/details.html)
22:29:32	35909/35909	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/0001-3.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/0001-3.jpg	(from https://p.w3layouts.com/demos/aditii/web/details.html)
22:29:32	33011/33011	---M--	200	added ('OK')	image/jpeg	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/0001-4.jpg	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/0001-4.jpg	(from https://p.w3layouts.com/demos/aditii/web/details.html)
22:29:32	407/407	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:59:23%20GMT	https://p.w3layouts.com/demos/aditii/web/images/facebook.png	D:/Money/4trieu/p.w3layouts.com/demos/aditii/web/images/facebook.png	(from https://p.w3layouts.com/demos/aditii/web/details.html)
